09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"9,007.00",ODAKYU ELECTRIC RAILWAY LTD,Equity,0.06,11.40,"3,388,000.00","38,632,714.98","38,632,714.98",Industrials,"6,656,106.00",JP3196000008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
III,3I GROUP PLC,Equity,0.06,8.17,"4,726,466.00","38,604,595.03","38,604,595.03",Financials,B1YW440,GB00B1YW4409,London Stock Exchange,United Kingdom,USD,GBP,0.69
"7,259.00",AISIN SEIKI LTD,Equity,0.06,41.42,"929,700.00","38,510,092.52","38,510,092.52",Consumer Discretionary,"6,010,702.00",JP3102000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
EDP,ENERGIAS DE PORT SA,Equity,0.06,3.38,"11,253,242.00","38,056,149.65","38,056,149.65",Utilities,"4,103,596.00",PTEDP0AM0009,Nyse Euronext - Euronext Lisbon,Portugal,USD,EUR,0.88
REE,RED ELECTRICA CORPORACION SA,Equity,0.06,89.90,"423,251.00","38,051,034.79","38,051,034.79",Utilities,"5,723,777.00",ES0173093115,Bolsa De Madrid,Spain,USD,EUR,0.88
RHC,RAMSAY HEALTH CARE LTD,Equity,0.06,54.66,"691,757.00","37,810,183.81","37,810,183.81",Health Care,"6,041,995.00",AU000000RHC8,Asx - All Markets,Australia,USD,AUD,1.34
CNHI,CNH INDUSTRIAL NV,Equity,0.06,7.74,"4,883,508.00","37,803,134.10","37,803,134.10",Industrials,BDSV2V0,NL0010545661,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
ORG,ORIGIN ENERGY LTD,Equity,0.06,4.46,"8,451,978.00","37,716,951.83","37,716,951.83",Energy,"6,214,861.00",AU000000ORG5,Asx - All Markets,Australia,USD,AUD,1.34
BIR,BANK OF IRELAND STK EUR0.64,Equity,0.06,0.28,"132,905,593.00","37,480,035.11","37,480,035.11",Financials,"3,070,732.00",IE0030606259,Irish Stock Exchange - All Market,Ireland,USD,EUR,0.88
SKA B,SKANSKA B,Equity,0.06,22.10,"1,692,632.00","37,415,617.83","37,415,617.83",Industrials,"7,142,091.00",SE0000113250,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"9,843.00",NITORI HOLDINGS LTD,Equity,0.06,107.64,"347,300.00","37,383,722.35","37,383,722.35",Consumer Discretionary,"6,644,800.00",JP3756100008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,702.00",FUJITSU LTD,Equity,0.06,4.08,"9,117,000.00","37,190,749.07","37,190,749.07",Information Technology,"6,356,945.00",JP3818000006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,113.00",UNICHARM CORP,Equity,0.06,19.93,"1,863,400.00","37,131,480.77","37,131,480.77",Consumer Staples,"6,911,485.00",JP3951600000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ITRK,INTERTEK GROUP PLC,Equity,0.06,47.17,"784,049.00","36,982,760.24","36,982,760.24",Industrials,"3,163,836.00",GB0031638363,London Stock Exchange,United Kingdom,USD,GBP,0.69
"8,002.00",MARUBENI CORP,Equity,0.06,4.62,"7,961,800.00","36,800,843.28","36,800,843.28",Industrials,"6,569,464.00",JP3877600001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
27.00,GALAXY ENTERTAINMENT GROUP LTD,Equity,0.06,3.21,"11,328,000.00","36,346,758.24","36,346,758.24",Consumer Discretionary,"6,465,874.00",HK0027032686,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
KNIN,KUEHNE & NAGEL AG,Equity,0.06,142.46,"254,188.00","36,212,796.10","36,212,796.10",Industrials,B142S60,CH0025238863,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
ORK,ORKLA ASA,Equity,0.06,9.15,"3,935,743.00","36,009,135.84","36,009,135.84",Consumer Staples,B1VQF42,NO0003733800,Oslo Bors Asa,Norway,USD,NOK,8.15
APA,APA GROUP UNITS,Equity,0.06,6.54,"5,505,691.00","35,993,799.02","35,993,799.02",Utilities,"6,247,306.00",AU000000APA1,Asx - All Markets,Australia,USD,AUD,1.34
SOLB,SOLVAY SA,Equity,0.06,100.93,"356,502.00","35,982,765.03","35,982,765.03",Materials,"4,821,100.00",BE0003470755,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
RWE,RWE AG,Equity,0.06,15.07,"2,387,613.00","35,977,932.13","35,977,932.13",Utilities,"4,768,962.00",DE0007037129,Xetra,Germany,USD,EUR,0.88
66.00,MTR CORPORATION CORP LTD,Equity,0.06,4.89,"7,346,000.00","35,923,264.76","35,923,264.76",Industrials,"6,290,054.00",HK0066009694,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"9,532.00",OSAKA GAS LTD,Equity,0.06,3.84,"9,321,000.00","35,807,908.70","35,807,908.70",Utilities,"6,661,768.00",JP3180400008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
UG,PEUGEOT SA,Equity,0.06,15.48,"2,308,172.00","35,735,023.11","35,735,023.11",Consumer Discretionary,"7,103,526.00",FR0000121501,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Equity,0.06,37.97,"940,789.00","35,718,612.33","35,718,612.33",Consumer Discretionary,BYXK639,GB00BYXK6398,London Stock Exchange,United Kingdom,USD,GBP,0.69
"9,064.00",YAMATO HOLDINGS LTD,Equity,0.06,21.66,"1,646,800.00","35,661,460.57","35,661,460.57",Industrials,"6,985,565.00",JP3940000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TUI,TUI AG,Equity,0.06,14.79,"2,410,619.00","35,646,589.73","35,646,589.73",Consumer Discretionary,B11LJN4,DE000TUAG000,London Stock Exchange,United Kingdom,USD,GBP,0.69
GAS,GAS NATURAL SA,Equity,0.06,20.42,"1,745,568.00","35,644,282.98","35,644,282.98",Utilities,"5,650,422.00",ES0116870314,Bolsa De Madrid,Spain,USD,EUR,0.88
"6,762.00",TDK CORP,Equity,0.06,59.17,"601,000.00","35,563,800.31","35,563,800.31",Information Technology,"6,869,302.00",JP3538800008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
PGHN,PARTNERS GROUP HOLDING AG,Equity,0.06,427.70,"83,006.00","35,502,073.72","35,502,073.72",Financials,B119QG0,CH0024608827,Swiss Exchange,Switzerland,USD,CHF,0.96
"7,202.00",ISUZU MOTORS LTD,Equity,0.06,12.29,"2,879,800.00","35,393,963.27","35,393,963.27",Consumer Discretionary,"6,467,104.00",JP3137200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,689.00",YAHOO JAPAN CORP,Equity,0.06,4.86,"7,284,222.00","35,372,589.81","35,372,589.81",Information Technology,"6,084,848.00",JP3933800009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Equity,0.06,"73,617.09",480.00,"35,336,201.98","35,336,201.98",Consumer Staples,"5,962,309.00",CH0010570759,Swiss Exchange,Switzerland,USD,CHF,0.96
GPT,GPT GROUP,Equity,0.06,4.05,"8,710,334.00","35,306,794.47","35,306,794.47",Financials,"6,365,866.00",AU000000GPT8,Asx - All Markets,Australia,USD,AUD,1.34
SKF B,SKF B,Equity,0.06,18.14,"1,944,396.00","35,270,007.37","35,270,007.37",Industrials,B1Q3J35,SE0000108227,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"9,041.00",KINTETSU GROUP HOLDINGS LTD,Equity,0.06,4.12,"8,470,000.00","34,925,374.54","34,925,374.54",Industrials,"6,492,968.00",JP3260800002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MNDI,MONDI PLC,Equity,0.06,19.56,"1,780,774.00","34,835,657.70","34,835,657.70",Materials,B1CRLC4,GB00B1CRLC47,London Stock Exchange,United Kingdom,USD,GBP,0.69
CABK,CAIXABANK SA,Equity,0.06,2.64,"13,195,301.00","34,820,307.88","34,820,307.88",Financials,B283W97,ES0140609019,Bolsa De Madrid,Spain,USD,EUR,0.88
AHT,ASHTEAD GROUP PLC,Equity,0.06,14.19,"2,445,681.00","34,696,520.50","34,696,520.50",Industrials,"53,673.00",GB0000536739,London Stock Exchange,United Kingdom,USD,GBP,0.69
AZJ,AURIZON HOLDINGS LTD,Equity,0.06,3.41,"10,178,531.00","34,671,893.54","34,671,893.54",Industrials,B87CVM3,AU000000AZJ1,Asx - All Markets,Australia,USD,AUD,1.34
"9,503.00",KANSAI ELECTRIC POWER INC,Equity,0.06,10.01,"3,460,100.00","34,644,874.84","34,644,874.84",Utilities,"6,483,489.00",JP3228600007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SOON,SONOVA HOLDING AG,Equity,0.06,132.61,"261,236.00","34,643,666.75","34,643,666.75",Health Care,"7,156,036.00",CH0012549785,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
EBS,ERSTE GROUP BANK AG,Equity,0.06,25.48,"1,358,749.00","34,624,151.55","34,624,151.55",Financials,"5,289,837.00",AT0000652011,Wiener Boerse Ag,Austria,USD,EUR,0.88
OSH,OIL SEARCH LTD,Equity,0.06,5.21,"6,622,462.00","34,478,192.79","34,478,192.79",Energy,"6,657,604.00",PG0008579883,Asx - All Markets,Australia,USD,AUD,1.34
DLG,DIRECT LINE INSURANCE PLC,Equity,0.06,5.19,"6,637,871.00","34,431,542.95","34,431,542.95",Financials,BY9D0Y1,GB00BY9D0Y18,London Stock Exchange,United Kingdom,USD,GBP,0.69
SESG,SES SA FDR SA,Equity,0.06,21.44,"1,602,482.00","34,355,886.42","34,355,886.42",Consumer Discretionary,B00ZQQ2,LU0088087324,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
BRBY,BURBERRY GROUP PLC,Equity,0.06,15.77,"2,168,923.00","34,206,540.11","34,206,540.11",Consumer Discretionary,"3,174,300.00",GB0031743007,London Stock Exchange,United Kingdom,USD,GBP,0.69
19.00,SWIRE PACIFIC LTD A,Equity,0.06,11.37,"3,007,500.00","34,181,200.83","34,181,200.83",Financials,"6,867,748.00",HK0019000162,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"6,201.00",TOYOTA INDUSTRIES CORP,Equity,0.06,42.22,"806,700.00","34,059,235.43","34,059,235.43",Consumer Discretionary,"6,900,546.00",JP3634600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
FUM1V,FORTUM,Equity,0.06,15.90,"2,141,307.00","34,048,926.89","34,048,926.89",Utilities,"5,579,550.00",FI0009007132,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
RSA,RSA INSURANCE GROUP PLC,Equity,0.06,6.90,"4,923,565.00","33,995,280.38","33,995,280.38",Financials,BKKMKR2,GB00BKKMKR23,London Stock Exchange,United Kingdom,USD,GBP,0.69
GRF,GRIFOLS SA CLASS A,Equity,0.06,22.75,"1,474,648.00","33,544,211.42","33,544,211.42",Health Care,BYY3DX6,ES0171996087,Bolsa De Madrid,Spain,USD,EUR,0.88
TEN,TENARIS SA,Equity,0.06,14.42,"2,325,577.00","33,528,684.31","33,528,684.31",Energy,"7,538,515.00",LU0156801721,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Equity,0.06,15.31,"2,184,535.00","33,453,559.39","33,453,559.39",Materials,B60QWJ2,AU000000JHX1,Asx - All Markets,Australia,USD,AUD,1.34
HNR1,HANNOVER RUECKVERSICHERU-REG,Equity,0.06,112.21,"297,716.00","33,407,621.58","33,407,621.58",Financials,"4,511,809.00",DE0008402215,Xetra,Germany,USD,EUR,0.88
"4,188.00",MITSUBISHI CHEMICAL CORP,Equity,0.06,5.04,"6,611,800.00","33,305,859.58","33,305,859.58",Materials,B0JQTJ0,JP3897700005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RMG,ROYAL MAIL PLC,Equity,0.06,7.74,"4,299,592.00","33,282,776.21","33,282,776.21",Industrials,BDVZYZ7,GB00BDVZYZ77,London Stock Exchange,United Kingdom,USD,GBP,0.69
GBLB,GROUPE BRUXELLES LAMBERT SA,Equity,0.06,85.67,"388,216.00","33,256,943.69","33,256,943.69",Financials,"7,097,328.00",BE0003797140,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
SWMA,SWEDISH MATCH AB,Equity,0.06,34.54,"961,387.00","33,206,865.45","33,206,865.45",Consumer Staples,"5,048,566.00",SE0000310336,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
GKN,GKN PLC,Equity,0.06,3.98,"8,293,858.00","33,025,054.40","33,025,054.40",Consumer Discretionary,"3,064,650.00",GB0030646508,London Stock Exchange,United Kingdom,USD,GBP,0.69
"5,411.00",JFE HOLDINGS INC,Equity,0.06,13.78,"2,393,975.00","32,987,003.48","32,987,003.48",Materials,"6,543,792.00",JP3386030005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ATC,ALTICE CLASS A NV,Equity,0.06,17.27,"1,909,757.00","32,984,153.18","32,984,153.18",Consumer Discretionary,BYT3416,NL0011333752,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
STJ,ST JAMESS PLACE PLC,Equity,0.05,12.77,"2,566,273.00","32,768,464.06","32,768,464.06",Financials,"766,937.00",GB0007669376,London Stock Exchange,United Kingdom,USD,GBP,0.69
"2,587.00",SUNTORY BEVERAGE & FOOD LTD,Equity,0.05,48.28,"677,600.00","32,713,699.34","32,713,699.34",Consumer Staples,BBD7Q84,JP3336560002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
CTX,CALTEX AUSTRALIA LTD,Equity,0.05,24.69,"1,324,859.00","32,704,227.22","32,704,227.22",Energy,"6,161,503.00",AU000000CTX1,Asx - All Markets,Australia,USD,AUD,1.34
MHG,MARINE HARVEST ASA,Equity,0.05,17.50,"1,860,012.00","32,551,693.77","32,551,693.77",Consumer Staples,B02L486,NO0003054108,Oslo Bors Asa,Norway,USD,NOK,8.15
ELE,ENDESA SA,Equity,0.05,20.46,"1,589,835.00","32,527,254.22","32,527,254.22",Utilities,"5,271,782.00",ES0130670112,Bolsa De Madrid,Spain,USD,EUR,0.88
S32,SOUTH32 LTD,Equity,0.05,1.25,"26,076,759.00","32,485,937.42","32,485,937.42",Materials,BWSW5D9,AU000000S320,Asx - All Markets,Australia,USD,AUD,1.34
"1,038.00",CHEUNG KONG INFRASTRUCTURE HOLDING,Equity,0.05,9.54,"3,388,792.00","32,335,759.86","32,335,759.86",Utilities,"6,212,553.00",BMG2098R1025,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"4,005.00",SUMITOMO CHEMICAL LTD,Equity,0.05,4.60,"7,021,000.00","32,313,812.05","32,313,812.05",Materials,"6,858,560.00",JP3401400001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TPK,TRAVIS PERKINS PLC,Equity,0.05,26.78,"1,204,510.00","32,259,330.16","32,259,330.16",Industrials,"773,960.00",GB0007739609,London Stock Exchange,United Kingdom,USD,GBP,0.69
AER,AERCAP HOLDINGS NV,Equity,0.05,39.14,"817,112.00","31,981,763.68","31,981,763.68",Industrials,B1HHKD3,NL0000687663,New York Stock Exchange Inc.,Netherlands,USD,USD,1.00
MBLY,MOBILEYE NV,Equity,0.05,37.38,"853,974.00","31,921,548.12","31,921,548.12",Information Technology,BPBFT01,NL0010831061,New York Stock Exchange Inc.,Israel,USD,USD,1.00
ASX,ASX LTD,Equity,0.05,33.59,"949,192.00","31,881,223.60","31,881,223.60",Financials,"6,129,222.00",AU000000ASX7,Asx - All Markets,Australia,USD,AUD,1.34
HMSO,HAMMERSON REIT PLC,Equity,0.05,8.41,"3,789,160.00","31,880,944.54","31,880,944.54",Financials,"406,501.00",GB0004065016,London Stock Exchange,United Kingdom,USD,GBP,0.69
MPL,MEDIBANK PRIVATE LTD,Equity,0.05,2.37,"13,458,989.00","31,832,191.36","31,832,191.36",Financials,BRTNNQ5,AU000000MPL3,Asx - All Markets,Australia,USD,AUD,1.34
EN,BOUYGUES SA,Equity,0.05,32.03,"992,438.00","31,786,314.38","31,786,314.38",Industrials,"4,002,121.00",FR0000120503,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
ISS,ISS A S,Equity,0.05,39.80,"798,548.00","31,782,339.33","31,782,339.33",Industrials,BKJ9RT5,DK0060542181,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
ELUX B,ELECTROLUX B,Equity,0.05,27.20,"1,166,449.00","31,723,597.97","31,723,597.97",Consumer Discretionary,B1KKBX6,SE0000103814,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
ACS,ACTIVIDADES DE CONSTRUCCION Y SERV,Equity,0.05,32.86,"965,288.00","31,714,803.18","31,714,803.18",Industrials,B01FLQ6,ES0167050915,Bolsa De Madrid,Spain,USD,EUR,0.88
"2,413.00",M3 INC,Equity,0.05,32.36,"977,200.00","31,620,288.36","31,620,288.36",Health Care,B02K2M3,JP3435750009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,697.00",JAPAN EXCHANGE GROUP INC,Equity,0.05,12.05,"2,623,500.00","31,615,559.10","31,615,559.10",Financials,"6,743,882.00",JP3183200009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
FCA,FIAT CHRYSLER AUTOMOBILES NV,Equity,0.05,7.16,"4,415,313.00","31,603,556.51","31,603,556.51",Consumer Discretionary,BRJFWP3,NL0010877643,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
WRT1V,WARTSILA,Equity,0.05,43.61,"723,908.00","31,572,885.83","31,572,885.83",Industrials,"4,525,189.00",FI0009003727,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
RAND,RANDSTAD HOLDING,Equity,0.05,53.58,"588,814.00","31,549,207.90","31,549,207.90",Industrials,"5,228,658.00",NL0000379121,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"9,501.00",TOKYO ELECTRIC POWER HOLDINGS INC,Equity,0.05,4.43,"7,114,800.00","31,542,625.28","31,542,625.28",Utilities,"6,895,404.00",JP3585800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,912.00",DAI NIPPON PRINTING LTD,Equity,0.05,10.40,"3,032,000.00","31,526,078.99","31,526,078.99",Industrials,"6,250,906.00",JP3493800001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,333.00",NGK INSULATORS LTD,Equity,0.05,22.14,"1,424,000.00","31,525,553.00","31,525,553.00",Industrials,"6,619,507.00",JP3695200000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ING,CIE INDUSTRIELLE ET FINANCIERE D I,Equity,0.05,116.48,"268,966.00","31,329,904.04","31,329,904.04",Information Technology,"4,196,897.00",FR0000125346,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"4,151.00",KYOWA HAKKO KIRIN LTD,Equity,0.05,18.47,"1,694,000.00","31,281,679.43","31,281,679.43",Health Care,"6,499,550.00",JP3256000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
REX,REXAM PLC,Equity,0.05,9.24,"3,383,013.00","31,253,818.44","31,253,818.44",Materials,BMHTPY2,GB00BMHTPY25,London Stock Exchange,United Kingdom,USD,GBP,0.69
CHR,CHR HANSEN HOLDING,Equity,0.05,63.53,"491,328.00","31,214,553.61","31,214,553.61",Materials,B573M11,DK0060227585,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
SMIN,SMITHS GROUP PLC,Equity,0.05,16.25,"1,910,658.00","31,045,683.81","31,045,683.81",Industrials,B1WY233,GB00B1WY2338,London Stock Exchange,United Kingdom,USD,GBP,0.69
"1,802.00",OBAYASHI CORP,Equity,0.05,10.27,"3,023,000.00","31,034,978.63","31,034,978.63",Industrials,"6,656,407.00",JP3190000004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DXS,DEXUS PROPERTY GROUP UNITS,Equity,0.05,6.65,"4,660,844.00","30,990,534.36","30,990,534.36",Financials,B033YN6,AU000000DXS1,Asx - All Markets,Australia,USD,AUD,1.34
12.00,HENDERSON LAND DEVELOPMENT LTD,Equity,0.05,5.50,"5,590,996.00","30,727,081.47","30,727,081.47",Financials,"6,420,538.00",HK0012000102,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"6,645.00",OMRON CORP,Equity,0.05,31.70,"964,000.00","30,559,338.75","30,559,338.75",Information Technology,"6,659,428.00",JP3197800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,613.00",NTT DATA CORP,Equity,0.05,50.44,"605,391.00","30,535,384.12","30,535,384.12",Information Technology,"6,125,639.00",JP3165700000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SHL,SONIC HEALTHCARE LTD,Equity,0.05,16.13,"1,886,892.00","30,439,223.81","30,439,223.81",Health Care,"6,821,120.00",AU000000SHL7,Asx - All Markets,Australia,USD,AUD,1.34
YAR,YARA INTERNATIONAL ASA,Equity,0.05,35.43,"854,723.00","30,283,808.71","30,283,808.71",Materials,"7,751,259.00",NO0010208051,Oslo Bors Asa,Norway,USD,NOK,8.15
IAG,INTERNATIONAL AIRLINES GROUP SA,Equity,0.05,7.42,"4,051,164.00","30,052,354.91","30,052,354.91",Industrials,B5282K0,ES0177542018,Bolsa De Madrid,Spain,USD,EUR,0.88
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Equity,0.05,"6,044.90","4,925.00","29,771,113.07","29,771,113.07",Consumer Staples,"5,962,280.00",CH0010570767,Swiss Exchange,Switzerland,USD,CHF,0.96
"7,752.00",RICOH CO LTD,Equity,0.05,8.56,"3,467,300.00","29,669,002.02","29,669,002.02",Information Technology,"6,738,220.00",JP3973400009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BKG,BERKELEY GROUP HOLDINGS (THE) PLC,Equity,0.05,46.65,"634,807.00","29,612,512.49","29,612,512.49",Consumer Discretionary,B02L3W3,GB00B02L3W35,London Stock Exchange,United Kingdom,USD,GBP,0.69
ADM,ADMIRAL GROUP PLC,Equity,0.05,28.53,"1,030,960.00","29,416,245.59","29,416,245.59",Financials,B02J639,GB00B02J6398,London Stock Exchange,United Kingdom,USD,GBP,0.69
BN4,KEPPEL LTD,Equity,0.05,4.22,"6,945,400.00","29,342,779.77","29,342,779.77",Industrials,B1VQ5C0,SG1U68934629,Singapore Exchange,Singapore,USD,SGD,1.35
GET,GROUPE EUROTUNNEL,Equity,0.05,12.79,"2,294,057.00","29,332,935.74","29,332,935.74",Industrials,B292JQ9,FR0010533075,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"6,701.00",NEC CORP,Equity,0.05,2.40,"12,176,000.00","29,277,753.25","29,277,753.25",Information Technology,"6,640,400.00",JP3733000008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TEC,TECHNIP SA,Equity,0.05,56.84,"514,583.00","29,250,279.12","29,250,279.12",Energy,"4,874,160.00",FR0000131708,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
DC.,DIXONS CARPHONE PLC,Equity,0.05,6.11,"4,775,684.00","29,201,394.52","29,201,394.52",Consumer Discretionary,B4Y7R14,GB00B4Y7R145,London Stock Exchange,United Kingdom,USD,GBP,0.69
"9,506.00",TOHOKU ELECTRIC POWER INC,Equity,0.05,13.24,"2,202,200.00","29,165,472.22","29,165,472.22",Utilities,"6,895,266.00",JP3605400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,536.00",SANTEN PHARMACEUTICAL CO LTD,Equity,0.05,15.99,"1,812,300.00","28,972,287.61","28,972,287.61",Health Care,"6,776,606.00",JP3336000009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AUTO,AUTO TRADER GROUP PLC,Equity,0.05,6.14,"4,715,260.00","28,934,263.61","28,934,263.61",Information Technology,BVYVFW2,GB00BVYVFW23,London Stock Exchange,United Kingdom,USD,GBP,0.69
MRW,MORRISON(WM.)SUPERMARKETS PLC,Equity,0.05,2.70,"10,721,111.00","28,930,580.32","28,930,580.32",Consumer Staples,"604,316.00",GB0006043169,London Stock Exchange,United Kingdom,USD,GBP,0.69
H78,HONGKONG LAND HOLDINGS LTD,Equity,0.05,6.09,"4,746,400.00","28,905,576.00","28,905,576.00",Financials,"6,434,915.00",BMG4587L1090,Singapore Exchange,Hong Kong,USD,USD,1.00
"8,953.00",JAPAN RETAIL FUND INV TRUST CORP,Equity,0.05,"2,428.97","11,858.00","28,802,693.84","28,802,693.84",Financials,"6,513,342.00",JP3039710003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SPSN,SWISS PRIME SITE AG,Equity,0.05,88.86,"324,041.00","28,793,938.20","28,793,938.20",Financials,B083BH4,CH0008038389,Swiss Exchange,Switzerland,USD,CHF,0.96
PFG,PROVIDENT FINANCIAL PLC,Equity,0.05,40.69,"707,141.00","28,771,324.24","28,771,324.24",Financials,B1Z4ST8,GB00B1Z4ST84,London Stock Exchange,United Kingdom,USD,GBP,0.69
MEO,METRO AG,Equity,0.05,33.44,"859,609.00","28,748,936.61","28,748,936.61",Consumer Staples,"5,041,413.00",DE0007257503,Xetra,Germany,USD,EUR,0.88
C31,CAPITALAND,Equity,0.05,2.26,"12,705,000.00","28,670,970.37","28,670,970.37",Financials,"6,309,303.00",SG1J27887962,Singapore Exchange,Singapore,USD,SGD,1.35
"1,812.00",KAJIMA CORP,Equity,0.05,6.68,"4,274,000.00","28,542,845.07","28,542,845.07",Industrials,"6,481,320.00",JP3210200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BALN,BALOISE-HOLDING AG,Equity,0.05,118.41,"240,794.00","28,512,286.59","28,512,286.59",Financials,"7,124,594.00",CH0012410517,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
DUFN,DUFRY AG,Equity,0.05,130.64,"217,061.00","28,357,806.00","28,357,806.00",Consumer Discretionary,B0R80X9,CH0023405456,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
"5,332.00",TOTO LTD,Equity,0.05,38.93,"727,900.00","28,339,318.09","28,339,318.09",Industrials,"6,897,466.00",JP3596200000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,651.00",LAWSON INC,Equity,0.05,83.13,"338,800.00","28,163,058.28","28,163,058.28",Consumer Staples,"6,266,914.00",JP3982100004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BVI,BUREAU VERITAS REGISTRE INTERNATIO,Equity,0.05,22.51,"1,249,401.00","28,123,305.91","28,123,305.91",Industrials,B28DTJ6,FR0006174348,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
UTDI,UNITED INTERNET AG,Equity,0.05,45.81,"612,305.00","28,050,700.82","28,050,700.82",Information Technology,"4,354,134.00",DE0005089031,Xetra,Germany,USD,EUR,0.88
SYD,SYDNEY AIRPORT UNITS LTD,Equity,0.05,5.27,"5,326,122.00","28,046,026.92","28,046,026.92",Industrials,B70DWB2,AU000000SYD9,Asx - All Markets,Australia,USD,AUD,1.34
KINV B,KINNEVIK,Equity,0.05,24.52,"1,140,870.00","27,969,824.24","27,969,824.24",Financials,BD6S7G3,SE0008373906,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
